"P.DATA","CanalDensCat","CanalDensWs","ElevCat","ElevWs","PctOw2019Cat","PctUrbOp2019Cat","PctUrbLo2019Cat","PctUrbMd2019Cat","PctUrbHi2019Cat","PctBl2019Cat","PctDecid2019Cat","PctConif2019Cat","PctMxFst2019Cat","PctShrb2019Cat","PctGrs2019Cat","PctHay2019Cat","PctCrop2019Cat","PctWdWet2019Cat","PctHbWet2019Cat","PctOw2019Ws","PctUrbOp2019Ws","PctUrbLo2019Ws","PctUrbMd2019Ws","PctUrbHi2019Ws","PctBl2019Ws","PctDecid2019Ws","PctConif2019Ws","PctMxFst2019Ws","PctShrb2019Ws","PctGrs2019Ws","PctHay2019Ws","PctCrop2019Ws","PctWdWet2019Ws","PctHbWet2019Ws","PctOw2019CatRp100","PctUrbOp2019CatRp100","PctUrbLo2019CatRp100","PctUrbMd2019CatRp100","PctUrbHi2019CatRp100","PctBl2019CatRp100","PctDecid2019CatRp100","PctConif2019CatRp100","PctMxFst2019CatRp100","PctShrb2019CatRp100","PctGrs2019CatRp100","PctHay2019CatRp100","PctCrop2019CatRp100","PctWdWet2019CatRp100","PctHbWet2019CatRp100","PctOw2019WsRp100","PctUrbOp2019WsRp100","PctUrbLo2019WsRp100","PctUrbMd2019WsRp100","PctUrbHi2019WsRp100","PctBl2019WsRp100","PctDecid2019WsRp100","PctConif2019WsRp100","PctMxFst2019WsRp100","PctShrb2019WsRp100","PctGrs2019WsRp100","PctHay2019WsRp100","PctCrop2019WsRp100","PctWdWet2019WsRp100","PctHbWet2019WsRp100","PctAg2006Slp10Cat","PctAg2006Slp10Ws","PctAg2006Slp20Cat","PctAg2006Slp20Ws","PctImp2006Cat","PctImp2006Ws","PctImp2008Cat","PctImp2008Ws","PctImp2011Cat","PctImp2011Ws","PctImp2001Cat","PctImp2001Ws","PctImp2013Cat","PctImp2013Ws","PctImp2019Cat","PctImp2019Ws","PctImp2016Cat","PctImp2016Ws","PctImp2004Cat","PctImp2004Ws","PctImp2008CatRp100","PctImp2008WsRp100","PctImp2019CatRp100","PctImp2019WsRp100","PctImp2006CatRp100","PctImp2006WsRp100","PctImp2011CatRp100","PctImp2011WsRp100","PctImp2001CatRp100","PctImp2001WsRp100","PctImp2004CatRp100","PctImp2004WsRp100","PctImp2013CatRp100","PctImp2013WsRp100","PctImp2016CatRp100","PctImp2016WsRp100","WtDepCat","WtDepWs","OmCat","OmWs","PermCat","PermWs","RckDepCat","RckDepWs","ClayCat","ClayWs","SandCat","SandWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","DamDensWs","DamNIDStorWs","DamNrmStorWs","SuperfundDensCat","SuperfundDensWs","NPDESDensCat","NPDESDensWs","TRIDensCat","TRIDensWs","NPDESDensWsRp100","SuperfundDensWsRp100","TRIDensWsRp100","MineDensCat","MineDensWs","MineDensWsRp100","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctAlluvCoastCat","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctAlluvCoastWs","PctWaterWs","RdDensCat","RdDensWs","RdDensCatRp100","RdDensWsRp100","RdCrsCat","RdCrsSlpWtdCat","RdCrsWs","RdCrsSlpWtdWs","RunoffCat","RunoffWs","Pestic97Cat","Pestic97Ws","BFICat","BFIWs","SN_2008Cat","SN_2008Ws","NO3_2008Cat","NO3_2008Ws","InorgNWetDep_2008Cat","InorgNWetDep_2008Ws","NH4_2008Cat","NH4_2008Ws","AgKffactCat","AgKffactWs","KffactCat","KffactWs","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","Na2OCat","Na2OWs","Al2O3Cat","Al2O3Ws","CaOCat","CaOWs","Fe2O3Cat","Fe2O3Ws","SiO2Cat","SiO2Ws","MgOCat","MgOWs","SCat","SWs","P2O5Cat","P2O5Ws","K2OCat","K2OWs","NCat","NWs","HydrlCondCat","HydrlCondWs","CompStrgthCat","CompStrgthWs","CBNFCat","CBNFWs","FertCat","FertWs","ManureCat","ManureWs","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2013","Phos_ManureCat","Phos_ManureWs","Phos_FertCat","Phos_FertWs","Phos_Crop_UptakeCat","Phos_Crop_UptakeWs","NsurpCat","NsurpWs","NANICat","NANIWs","Precip_Minus_EVTCat","Precip_Minus_EVTWs","RockNCat","RockNWs","SepticCat","SepticWs","WWTPMajorDensCat","WWTPMajorDensWs","WWTPMinorDensCat","WWTPMinorDensWs","WWTPAllDensCat","WWTPAllDensWs","WaterInputCat","WaterInputWs","CatAreaSqKm","WsAreaSqKm","Tile_density"
0.052,0,0.1158,248.1814,320.463,0.17,6.02,11.99,4.68,2.01,0.02,0.64,0,0,0,0,0,52.67,21.57,0.22,0.36,1.94,1.01,0.2,0.03,0.01,7.64,0.07,0.36,0.13,0.12,6.29,49.23,6.95,25.66,0,9.09,8.29,1.5,0.12,0,1.5,0,0,0,0,0,5.06,74.34,0.12,0.21,4.97,2.36,0.39,0.06,0.01,5.47,0.1,0.99,0.09,0.11,5.45,49.43,9.33,21.04,0.05,0,0,0,9.19,0.54,9.27,0.55,9.27,0.56,9.13,0.53,9.27,0.59,9.33,0.62,9.3,0.6,9.13,0.54,4.42,1.25,4.48,1.39,4.42,1.23,4.42,1.28,4.29,1.2,4.29,1.21,4.42,1.33,4.42,1.35,78.5774,73.9751,1.5565,6.7749,0.8263,13.4381,152.4,152.4,60.4276,15.1291,6.7507,50.5145,0,0,0,0.0024,8975.7475,4451.3089,0,0,0,0,0,6e-04,0,0,0.0059,0,6e-04,0,0,0,0,0,0,15.03,0,84.97,0,52.79,0,0,26.83,4,13.1,3.28,0,5.2356,1.1611,5.9426,1.391,0.0083,0,0.0072,3e-04,72,72.6817,56.284202879891,38.0443427403343,25,27.9012,350.6412,367.0578,5.3202,5.6887,3.5378,3.6505,3.0144,3.0525,0.1404,0.1267,0.2855,0.1861,537.779588266469,9.58551456906884,3.82368610099059,-22.4725853337543,587.677881859058,9.61332879805588,3.65470965074736,-22.3678237968575,0,0,0,0.0018,5282.3282,3564.8883,1.3659,1.0418,11.5944,13.8492,2.5846,2.033,9.958,13.5259,59.551,51.0985,1.3944,1.3719,0.1541,0.3427,0.1586,0.3975,2.2531,2.4723,0.3808,0.453,98.4308,69.6659,0.8701,0.7883,8.5126,9.8113,20.5305,24.9079,0,0.833,12.3269538409,12.3380418501,12.3269538409,12.3269538409,20.9585005695,20.5781202898,21.5032395689,20.959486897,1.49082030277388,9.6118,66.1969,379.7857,536.0493,466.4018,574.0548,2405.65255390889,1263519.46148413,909.868545208865,606588.146319019,1,4.5509,89.6587,63.3039,0.463,0.7182745,0,0,0,6e-04,0,6e-04,9.23064122980496e-05,0.017025745031867,3.6342,1669.8348,4736.36634940769
0.013,0,0.0113,308.2921,389.8693,1.11,2.62,1.75,0.98,0.4,0.03,5.1,0,0,0,0.63,1.56,80.46,2.41,2.95,0.78,3.09,0.86,0.46,0.09,0.09,0.86,0,0.18,0,1.38,3.69,84.44,0.37,3.7,7.01,1.08,1.65,0.82,0.52,0.22,29.26,0,0,0,1.99,0.09,32.64,18.1,6.62,0.19,2.53,0.67,0.29,0.05,0.09,3.31,0,0.57,0.02,4.43,8.81,66.3,2.11,10.64,1.66,0.85,0.13,0.04,1.58,0.75,1.65,0.77,1.69,0.79,1.45,0.71,1.71,0.8,1.83,0.88,1.75,0.81,1.47,0.74,1.65,0.54,1.65,0.62,1.61,0.52,1.65,0.54,1.61,0.5,1.61,0.52,1.65,0.55,1.65,0.56,116.61,118.766,1.5226,1.7085,9.4066,4.7909,151.0998,151.9319,20.5676,25.2975,39.2084,28.8951,0,0,0,0.0088,3115.4874,495.1911,0,4e-04,0,0,0,0.0018,0,0,0.0028,0,4e-04,0,0,0,18.12,0,81.88,0,0,0,0,0,69.33,0,29.5,1.17,0,0,0,1.2722,1.4064,1.1161,1.3114,0.0018,0,0.0117,0.0021,129,130.0181,116.214568610848,117.750020745979,48,42.5296,492.4526,482.006,6.8054,6.5599,5.1347,5.0556,4.6413,4.6106,0.1892,0.223,0.2414,0.2588,732.983461226742,12.9584321944182,7.30553902034059,-15.8872749987911,720.273831716781,12.725787450381,7.08445102517372,-15.8147929227277,0,0,0,0.0061,2623.5399,397.3422,0.9259,1.3108,7.4763,10.5871,11.6462,5.2011,8.2932,9.5547,48.3199,55.1166,1.1934,1.1624,0.1705,0.1101,0.1483,0.1666,1.4299,2.0097,0.152,0.1819,74.8672,50.3724,65.9626,28.6647,38.5464,42.4389,58.2129,55.3131,9.4399,5.9831,11.6570664265,11.6843445283,11.6618854684,11.6461439697,22.4588477038,21.1535968952,22.7253235136,21.9895370861,2.77781009694,681.4537,389.1646,2894.4484,1882.694,1606.2642,1848.8668,22901.7320970985,-527675.441782217,8622.08484536685,-2385518.07046472,9.2562,7.8576,226.7013,219.1519,1.552,1.2330413,0,0,0,0.0035,0,0.0035,0.00136946596969598,0.0564246064229923,17.1234,2281.68,1136638.59067184
0.027,0,0.054,265.2977,367.2173,3.16,3.85,3.09,1.65,0.4,0.67,12.87,0,0,0,1.15,1.91,57.31,2.85,11.09,3.36,2.88,1.09,0.56,0.13,0.12,2.15,0.02,0.24,0.02,3.72,6.01,72.89,0.43,6.37,5.1,4.21,1.33,1.11,0.44,0,25.94,0,0,0,2.44,8.2,6.43,18.18,26.61,0.72,2.64,0.98,0.38,0.06,0.08,4.41,0.02,0.5,0.03,6.06,10.03,58.35,1.64,14.11,2.93,0.96,0.91,0.09,2.3,0.91,2.4,0.93,2.45,0.94,2.19,0.86,2.55,0.96,2.71,1.03,2.58,0.99,2.21,0.89,1.33,0.72,1.86,0.8,1.33,0.71,1.56,0.73,1.07,0.68,1.14,0.69,1.77,0.74,1.86,0.76,133.0075,119.1908,1.7346,1.8305,6.8004,4.9722,105.5525,151.9594,20.4211,25.116,41.8429,28.8656,0,0,0,0.0051,38963.6685,19030.0371,0,1e-04,0,2e-04,0,0.003,0,0,0.0014,0,8e-04,0,0,0,35.56,0,34.25,0,0,30.19,0,0,76.92,0,20.44,0.47,0,2.1,0.07,3.2158,1.4337,5.0762,1.346,0.0047,1e-04,0.0109,0.0016,142,90.3123,75.916053452008,100.440531208948,44.6937,40.7148,479.5565,456.676,7.0305,6.5258,4.8847,4.7238,4.2541,4.1932,0.1586,0.2038,0.2414,0.2625,782.80264714184,13.284102120037,7.6676326363002,-15.7655796663344,674.024691010857,12.3551460506811,6.6406598244652,-16.8496955525387,0,0,0,0.0037,42043.7938,19138.9626,1.4726,1.4688,11.2097,11.9202,1.0248,2.1495,14.1546,12.6898,55.2816,54.4148,0.9622,1.1263,0.0455,0.0706,0.1462,0.1679,2.1425,2.2338,0.271,0.2357,128.6176,50.0987,1.0424,7.2354,33.7243,32.0451,46.6064,49.1843,8.8092,5.1902,11.9487465498,11.9543110749,11.9487465498,11.9287022357,21.9331691073,20.9098818551,22.0226829687,21.6959300739,3.14724356961,601.2734,360.8637,633.2147,1470.2743,1622.0228,1617.2947,5328.36146439712,19133047.0029137,-302.345362186649,186419.613109576,13.4832,5.1267,219.7315,178.5718,2.4362068,1.2645578,0,2e-04,0,0.0029,0,0.0031,0.000164905853692916,6.18833275720654,6.3198,28865.061,355745.3090007
0.019,0,0.0357,308.5359,420.1142,0.42,3.22,1.85,0.63,0.01,0.19,13,0,1.28,0,0.66,6.38,64.19,0.33,7.84,1.86,3,0.65,0.26,0.06,0.07,1.12,0,0.05,0,7.07,9.88,67.5,0.2,8.3,2.22,2.92,1.74,1.04,0,0.42,46.84,0,2.64,0,0.97,9.17,18.83,1.04,12.16,0.43,2.67,0.57,0.21,0.04,0.06,2.66,0,0.1,0,8.84,16.84,50.12,0.67,16.79,5.38,0.43,0.84,0.04,1,0.5,1.03,0.51,1.03,0.51,0.96,0.48,1.22,0.52,1.28,0.59,1.25,0.54,0.99,0.49,1.16,0.43,1.46,0.5,1.12,0.43,1.19,0.44,1.06,0.41,1.09,0.42,1.4,0.45,1.46,0.46,120.862,125.5446,1.603,1.544,7.7272,3.699,152.4,152.4,17.5932,26.8922,26.9231,25.6416,0,0,0,0.006,7649.1314,2452.522,0,0,0,0,0,0.002,0,0,0.002,0,0,0,0,0,13.96,0,86.04,0,0,0,0,0,88.68,0,11.32,0,0,0,0,1.5845,1.3458,1.8355,1.2825,0.0127,4e-04,0.015,0.0021,75,74.2857,78.324839918936,78.2998261261202,37.058,32.6405,453.0707,460.7128,6.5102,6.5269,4.6791,4.7907,4.1403,4.2795,0.1967,0.1963,0.2903,0.2713,636.905251675744,12.6619178420519,6.77680963337555,-16.7941221958201,653.087200623659,12.5327773983907,6.7324428434214,-16.6601045460812,0,0,0,0.004,7243.5181,2375.1678,1.3059,1.4483,9.5763,12.4161,0.9126,1.1571,19.8914,14.5776,47.5687,52.5586,0.7607,1.1132,0.0377,0.0581,0.1242,0.1676,1.7832,2.2958,0.3961,0.2701,214.7135,36.652,1.3493,0.9683,31.0842,31.0331,37.1659,40.7562,2.0272,1.9859,12.2020127047,12.215190113,12.1986034091,12.1973208791,22.5807917751,21.2259508854,22.8025496595,22.2228624903,1.89318192711,138.5177,151.4137,1270.1979,1293.8848,1338.3375,1359.0207,3710.29188498471,502545.159491979,-558.834628326777,-1061326.40949109,-1.4804,3.0966,246.8492,237.3712,0.972,0.8654045,0,0,0,0.0044,0,0.0044,0.000801419453925095,0.211893880998204,7.1055,2487.5586,231036.35984682
0.083,0.002,0.0068,318.5186,351.0443,0,3.66,0.75,0.11,0.04,0,0.04,0,0,0,0,0,85.03,0.08,10.28,6.26,2.75,0.82,0.23,0.05,0.08,1.11,0.01,0.08,0,0.41,2.34,79.2,0.12,6.53,0,1.99,1.04,0.1,0,0,0.24,0,0,0,0,0,48.45,0,48.18,1.92,2.54,0.91,0.27,0.05,0.17,1.66,0.02,0.16,0,0.95,3.46,66.81,0.21,20.87,0,0.47,0,0,0.56,0.59,0.56,0.6,0.57,0.61,0.54,0.57,0.57,0.62,0.58,0.64,0.57,0.63,0.55,0.59,0.5,0.64,0.51,0.69,0.5,0.64,0.51,0.66,0.42,0.61,0.47,0.62,0.51,0.67,0.51,0.68,76.1708,132.5762,1.3743,1.5091,2.9117,2.957,152.4,152.4,31.609,26.565,23.6616,24.1859,0,0,0,0.0082,8322.4714,3287.9212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.47,0,12.53,0,0,0,0,0,82.38,0,17.62,0,0,0,0,1.6198,1.2788,1.5764,1.2245,0.008,1e-04,0.0089,6e-04,88,85.4841,95.2929896679546,91.3282365454063,43.3176,49.6339,434.6717,431.6142,6.4664,6.4847,4.4473,4.393,3.8541,3.7785,0.2541,0.2136,0.2895,0.2626,636.755011506882,11.8839120985269,6.06485823943492,-18.2995464547815,638.71969834942,11.6129415696933,5.93250228483049,-18.569691996964,0,0,0,0.0041,7098.0566,2788.5222,1.6743,1.6501,12.8055,12.593,1.3327,1.305,10.5347,11.1505,58.741,58.0057,1.197,1.1683,0.066,0.0641,0.1812,0.1775,2.4261,2.3838,0.1881,0.2018,33.3733,45.3069,0.7514,0.7907,28.0898,25.865,56.1797,49.389,0,1.0158,10.8225277068,10.8290269423,10.7971471835,10.7971471835,22.3943446938,20.6504190633,22.7613245455,21.3489478053,2.50469936454,43.8065,75.5733,2463.3236,2051.4131,1939.7006,1692.116,4192.26597160459,259428.892659355,-4086.05574662166,-232.227631915608,0.7096,2.1759,15.7884,23.8686,0.964,1.2901365,0,0,0,0,0,0,0.0035155820608344,0.168436782290132,14.9076,486.576,277274.234884246
0.093,0,0.0591,270.1778,350.8544,5.05,3.62,0.76,0.29,0,0,0,0,0,0,0,0,61.9,28.38,0,3.42,2.47,1.33,0.43,0.06,0.16,6.52,0.11,0.27,0.08,1.36,5.44,67.15,1.57,9.62,0,2.82,1.06,0,0,0,0,0,0,0,0,0,47.36,48.77,0,0.53,2.84,1.45,0.38,0.04,0.09,3.49,0.06,0.16,0.02,1.16,3.78,63.44,5.19,17.38,0,0.97,0,0.01,0.58,0.85,0.65,0.86,0.65,0.87,0.57,0.8,0.71,0.89,0.71,0.94,0.71,0.9,0.58,0.83,0.47,0.88,0.47,0.95,0.47,0.88,0.47,0.9,0.47,0.82,0.47,0.87,0.47,0.91,0.47,0.92,44.65,118.3298,1.01,1.9834,0.57,9.0037,152.4,152.4,47.36,22.1391,7.93,36.1959,0,0,0,0.0064,9758.2101,3522.0418,0,0,0,0,0,0.0011,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,100,0,0,48.15,0,23.82,23.59,0,4.44,0,0.7959,1.4053,0.683,1.4189,0.0317,0,0.0092,9e-04,66,65.4217,126.381418311429,102.899385748854,38,51.4892,456.0109,477.3247,6.8098,7.2156,4.6448,4.8339,4.0085,4.1344,0.1905,0.1927,0.32,0.2602,598.396019170476,11.4244678460952,5.59425915218095,-19.5007619077143,630.620066592595,10.973931163276,5.36386482125089,-19.9748594179737,0,0,0,0.0039,6117.1914,1758.1569,1.4677,1.4261,11.5089,11.9233,0.8644,3.1431,11.2928,10.9753,60.4131,56.0484,0.9644,1.5535,0.0352,0.1916,0.1377,0.1826,2.2698,2.2392,0.2124,0.4328,123.0001,64.3809,0.978,0.8028,16.0714,20.9651,29.7619,34.3657,1.1905,3.1171,10.4663349341,10.4717377818,10.4510843826,10.4706265459,21.8477339929,20.6218556479,22.0361450089,21.6399951633,1.13294694948,102.9107,200.0097,927.2875,940.9761,1126.7823,1239.3861,41.7886768026819,732824.206226755,-374.05642033084,-537800.515682947,1,5.0666,98.7432,38.3808,1.202,1.6401323,0,0,0,0.0021,0,0.0021,0.000169760696504667,0.72520631653441,0.945,2820.9654,50515.4217191065
0.019,0,0.0186,320.4902,438.6683,0.04,2.68,0.59,0.24,0.03,0.03,0.17,0,0.09,0,0.03,0.94,86.13,5.04,3.98,1.48,2.99,0.97,0.32,0.05,0.12,0.63,0,0.07,0,4.76,7.82,75.67,0.28,4.84,0.12,1,0.88,0.38,0,0,0.58,0.04,0.5,0,0.23,2.81,44.31,29.98,19.18,0.35,2.75,0.96,0.29,0.04,0.11,1.8,0,0.18,0.01,6.42,15.84,59.99,1.11,10.15,0,0.86,0,0.03,0.48,0.68,0.5,0.69,0.51,0.7,0.44,0.65,0.52,0.71,0.56,0.77,0.52,0.72,0.48,0.67,0.57,0.66,0.59,0.73,0.57,0.65,0.59,0.66,0.52,0.62,0.57,0.63,0.59,0.67,0.59,0.68,96.4082,125.1955,2.1696,1.5031,3.8855,2.9738,152.4,152.4,26.9545,26.5244,22.6477,25.0882,0,0,0,0.0111,5728.2777,773.807,0,0,0,0,0,9e-04,0,0,0,0,9e-04,0,0,0,59.12,0,40.88,0,0,0,0,0,81.68,0,17.49,0.83,0,0,0,1.1916,1.3943,1.2676,1.3751,0.0049,1e-04,0.0157,0.0027,94,94.1734,116.868011808578,86.9534532795938,39.304,33.9339,470.9122,466.0471,6.5893,6.5102,4.8931,4.8569,4.3928,4.3694,0.2245,0.2218,0.2552,0.2777,663.936710451411,12.7188631165452,6.9280379703624,-16.3840412263413,680.338462733387,12.5255134601683,6.85854394954671,-16.2422996506005,0,0,0,0.0085,5097.6513,767.4902,0.54,1.5397,5.9567,12.0338,17.6467,3.399,2.1283,9.2375,47.9717,57.6689,1.2633,1.2241,0.2533,0.0922,0.1667,0.1811,1.1883,2.2877,0.0324,0.1673,0.1584,24.5533,85.6322,11.2563,39.8457,37.4318,54.8985,40.8094,2.6564,3.0347,12.1524202558,12.1712068225,12.1484628828,12.1519021276,22.3215905416,21.0864737184,22.3844454697,21.8140483962,2.52391571344,260.7407,223.0268,1774.7906,1184.3951,1757.8948,1605.5312,-2215.26457213744,-298183.925144561,-14807.0218136236,-1169410.99520215,3,5.1535,46.0595,226.5527,0.991,1.0064703,0,0,0,9e-04,0,9e-04,0.000217923596515136,0.014235215815066,18.4023,1171.62,392754.269664775
0.005,0,0,405.162,422.3635,0.03,1.62,1.05,0.47,0.03,0,35.59,3.27,11.84,6.88,2.87,5.5,0,30.16,0.67,2.99,1.24,0.41,0.26,0.18,0.22,38.55,1.89,12.47,6.13,1.45,0.39,0,31.03,2.78,0,1.01,0.61,0.41,0,0,25.76,0.2,6.29,3.04,2.23,2.03,0,57.2,1.22,0.54,2.56,0.27,0.03,0.03,0,17.2,0.6,9.39,2.34,0.36,0.3,0,56.38,9.99,0,0,0,0,0.71,0.34,0.71,0.34,0.73,0.36,0.63,0.32,0.75,0.45,0.81,0.53,0.78,0.52,0.63,0.33,0.3,0.2,0.43,0.24,0.3,0.2,0.3,0.2,0.2,0.18,0.2,0.19,0.34,0.2,0.34,0.23,124.2141,124.9435,9.0614,8.8117,7.5778,5.0336,152.4,149.3103,17.5721,18.7156,48.7584,43.2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,97.37,0,2.63,0,0,0,0,1.5129,0.5544,1.6872,0.6954,0.0112,5e-04,0.003,1e-04,211,211,2.1700477873583,0.575296207301157,54.0216,53.3689,379.2148,381.8689,6.1811,6.2226,3.7753,3.7974,3.0691,3.0857,0.0105,0.0017,0.1936,0.2269,716.317536801619,10.332063122807,4.27526471359649,-20.6000003814777,719.31371559111,10.1756123846948,4.1862565355548,-20.6657164453262,0,0,0,0,0,0,1.742,2.2286,13.3993,13.6883,1.4099,1.7477,8.8143,7.7609,60.7953,62.5505,1.2773,1.1918,0.0712,0.0603,0.1917,0.1737,2.5443,2.8037,0.1498,0.1176,0.0292,7.6696,0.6415,45.8306,1.0324,0.1452,0.8603,0.121,0.0574,0.0081,9.79186621729,9.81195697468,9.78351394067,9.77309716016,18.6948697821,17.7814974206,18.9252192879,18.6956949457,2.11699129356,4.3479,0.659,3.7357,0.5662,37.9184,5.7476,1636.39635182754,50763.5169814951,947.935162861422,30148.2826792038,15,15.6822,59.324,34.8055,1.826,1.826,0,0,0,0,0,0,0,0,2.6676,79.7958,0
0.057,0,0.0305,299.1059,376.1851,1.41,38.15,16.96,6.37,0.96,0.3,9.04,0,0.96,0,3.41,1.41,0,6.74,14.3,0.44,2.97,3.14,1.69,0.31,0.08,7.54,0.03,0.45,0.01,2.4,5.69,72.72,1.59,0.96,2.22,6.93,6.37,10.53,1.94,0.83,7.2,0,1.66,0,3.32,0,0,17.73,41.27,0.18,2.77,2.44,1.12,0.17,0.04,13.85,0.01,0.81,0.01,3.26,8.52,57.52,6.8,2.52,0.3,1.29,0,0.07,12.22,2.3,12.6,2.41,12.65,2.44,10.44,2.06,12.68,2.48,12.68,2.6,12.68,2.53,10.98,2.18,10.97,1.74,10.97,1.84,10.19,1.65,10.97,1.76,9.61,1.47,9.61,1.55,10.97,1.79,10.97,1.81,122.37,103.189,1.71,1.9376,15.84,5.7722,152.4,151.1945,17.05,22.9494,43.2666,27.7949,0,0,0,0.007,10132.137,5071.4798,0,0,0,0,0,0.007,0,0,0,0,0.0018,0,0,0,54.37,0,45.63,0,0,0,0,0,91.91,0,8.09,0,0,0,0,6.2706,1.9207,3.6004,1.868,0.0247,0.001,0.0165,0.0043,237,237.2091,37.0561127923704,106.937628042452,62.5333,59.1935,476.3813,474.695,7.7221,7.5873,4.6383,4.6435,3.7355,3.7813,0.0139,0.2142,0.2538,0.2874,847.717240577778,12.7782306586667,7.15583632999259,-16.0113333765926,841.708850829498,12.3789208048402,7.08036885300912,-15.7916222681144,0,0,0,0.0053,10093.1756,5054.1636,0.1171,1.1033,1.6572,8.364,25.2637,14.4945,0.9888,6.6854,14.9048,40.5923,14.6999,4.2642,0.036,0.0897,0.0413,0.1609,0.7132,1.6299,0.0635,0.1342,0.1108,27.6448,114.1743,43.6055,3,40.0187,4.2778,57.6098,0.0556,5.0607,9.24418195473,9.27329339549,9.24257275684,9.21734889479,20.2106116438,19.1014836192,20.5719346982,20.1984298428,2.93807364615,0.3701,376.3392,6.142,1389.0047,10.7329,2000.3853,3097.26509532367,584761.962849624,2351.53399730047,151659.357671146,22,21.3817,249.7818,251.2882,5.139,2.7051107,0,0,0,0.0105,0,0.0105,5.02979035449828e-08,0.00186377054542554,1.215,569.862,501699.310771089
0.079,0,0.1571,305.0696,317.9509,0.1,1.54,1.97,0.71,0.14,0,1.59,0.03,0.07,0.08,0.01,4.23,85.16,0.62,3.75,2.2,1.8,1.58,0.6,0.09,0.02,1.05,0,0.02,0,0.01,1.15,87.69,0.29,3.49,0.7,1.79,2.5,0.64,0,0,1.35,0.06,0.32,0.32,0.06,22.61,42.79,3.27,23.57,0.9,1.45,1.34,0.43,0.05,0.01,1.21,0,0.04,0.01,0.03,1.84,85.05,0.94,6.7,0.05,0,0,0,1.26,1,1.28,1.04,1.29,1.06,1.22,0.95,1.3,1.07,1.34,1.14,1.32,1.1,1.25,0.98,1.3,0.81,1.33,0.89,1.3,0.78,1.3,0.82,1.24,0.73,1.3,0.76,1.33,0.84,1.33,0.86,81.545,81.8547,4.9095,3.2451,3.2934,3.4432,152.4,152.4,26.9556,26.6708,28.2244,28.7297,0,0,0,0.0023,7338.2353,4586.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,89.3,0,10.7,0,0,0,0,1.616,1.3578,1.5945,1.1631,0.0044,1e-04,0.0104,2e-04,153,152.4569,106.67527730424,123.283975343295,51,48.8921,447.2898,452.9884,6.7267,6.6444,4.5197,4.6203,3.8719,4.0255,0.2165,0.2121,0.24,0.24,780.734494312299,12.6808521560186,7.14255429133084,-16.2097313005046,752.017793334879,12.5998141679166,7.04870956208576,-16.3040661252854,0,0,0,0,0,0,1.742,1.6897,13.3993,12.9403,1.4099,1.3502,8.8143,10.1442,60.7953,59.2073,1.2773,1.2152,0.0712,0.0672,0.1917,0.1836,2.5443,2.4529,0.1498,0.1794,0.0292,25.8045,0.6415,0.7264,42.4019,39.8763,71.2713,67.7586,12.6304,8.5389,12.3338777065,12.3586326824,12.3310544907,12.3173586537,22.241490556,20.9887501906,22.5067246595,22.1282078901,3.34202364649,789.4585,551.8441,1672.1939,1579.7977,2125.4508,2103.0079,24171.8181707206,584977.278084175,14250.6478640316,263348.537385286,12.3064,10.0326,265.3884,235.2907,1.627,1.9393781,0,0,0,0,0,0,4.91752751795831e-05,0.00165324009593795,13.7349,428.9643,687521.477421517
