"P.DATA","CanalDensCat","CanalDensWs","ElevCat","ElevWs","PctOw2019Cat","PctUrbOp2019Cat","PctUrbLo2019Cat","PctUrbMd2019Cat","PctUrbHi2019Cat","PctBl2019Cat","PctDecid2019Cat","PctConif2019Cat","PctMxFst2019Cat","PctShrb2019Cat","PctGrs2019Cat","PctHay2019Cat","PctCrop2019Cat","PctWdWet2019Cat","PctHbWet2019Cat","PctOw2019Ws","PctUrbOp2019Ws","PctUrbLo2019Ws","PctUrbMd2019Ws","PctUrbHi2019Ws","PctBl2019Ws","PctDecid2019Ws","PctConif2019Ws","PctMxFst2019Ws","PctShrb2019Ws","PctGrs2019Ws","PctHay2019Ws","PctCrop2019Ws","PctWdWet2019Ws","PctHbWet2019Ws","PctOw2019CatRp100","PctUrbOp2019CatRp100","PctUrbLo2019CatRp100","PctUrbMd2019CatRp100","PctUrbHi2019CatRp100","PctBl2019CatRp100","PctDecid2019CatRp100","PctConif2019CatRp100","PctMxFst2019CatRp100","PctShrb2019CatRp100","PctGrs2019CatRp100","PctHay2019CatRp100","PctCrop2019CatRp100","PctWdWet2019CatRp100","PctHbWet2019CatRp100","PctOw2019WsRp100","PctUrbOp2019WsRp100","PctUrbLo2019WsRp100","PctUrbMd2019WsRp100","PctUrbHi2019WsRp100","PctBl2019WsRp100","PctDecid2019WsRp100","PctConif2019WsRp100","PctMxFst2019WsRp100","PctShrb2019WsRp100","PctGrs2019WsRp100","PctHay2019WsRp100","PctCrop2019WsRp100","PctWdWet2019WsRp100","PctHbWet2019WsRp100","PctAg2006Slp10Cat","PctAg2006Slp10Ws","PctAg2006Slp20Cat","PctAg2006Slp20Ws","PctImp2006Cat","PctImp2006Ws","PctImp2008Cat","PctImp2008Ws","PctImp2011Cat","PctImp2011Ws","PctImp2001Cat","PctImp2001Ws","PctImp2013Cat","PctImp2013Ws","PctImp2019Cat","PctImp2019Ws","PctImp2016Cat","PctImp2016Ws","PctImp2004Cat","PctImp2004Ws","PctImp2008CatRp100","PctImp2008WsRp100","PctImp2019CatRp100","PctImp2019WsRp100","PctImp2006CatRp100","PctImp2006WsRp100","PctImp2011CatRp100","PctImp2011WsRp100","PctImp2001CatRp100","PctImp2001WsRp100","PctImp2004CatRp100","PctImp2004WsRp100","PctImp2013CatRp100","PctImp2013WsRp100","PctImp2016CatRp100","PctImp2016WsRp100","WtDepCat","WtDepWs","OmCat","OmWs","PermCat","PermWs","RckDepCat","RckDepWs","ClayCat","ClayWs","SandCat","SandWs","DamDensCat","DamNIDStorCat","DamNrmStorCat","DamDensWs","DamNIDStorWs","DamNrmStorWs","SuperfundDensCat","SuperfundDensWs","NPDESDensCat","NPDESDensWs","TRIDensCat","TRIDensWs","NPDESDensWsRp100","SuperfundDensWsRp100","TRIDensWsRp100","MineDensCat","MineDensWs","MineDensWsRp100","PctColluvSedCat","PctGlacTilClayCat","PctGlacTilLoamCat","PctGlacTilCrsCat","PctGlacLakeCrsCat","PctGlacLakeFineCat","PctHydricCat","PctAlluvCoastCat","PctColluvSedWs","PctGlacTilClayWs","PctGlacTilLoamWs","PctGlacTilCrsWs","PctGlacLakeCrsWs","PctGlacLakeFineWs","PctHydricWs","PctAlluvCoastWs","PctWaterWs","RdDensCat","RdDensWs","RdDensCatRp100","RdDensWsRp100","RdCrsCat","RdCrsSlpWtdCat","RdCrsWs","RdCrsSlpWtdWs","RunoffCat","RunoffWs","Pestic97Cat","Pestic97Ws","BFICat","BFIWs","SN_2008Cat","SN_2008Ws","NO3_2008Cat","NO3_2008Ws","InorgNWetDep_2008Cat","InorgNWetDep_2008Ws","NH4_2008Cat","NH4_2008Ws","AgKffactCat","AgKffactWs","KffactCat","KffactWs","Precip8110Cat","Tmax8110Cat","Tmean8110Cat","Tmin8110Cat","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","NABD_DensCat","NABD_NIDStorCat","NABD_NrmStorCat","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","Na2OCat","Na2OWs","Al2O3Cat","Al2O3Ws","CaOCat","CaOWs","Fe2O3Cat","Fe2O3Ws","SiO2Cat","SiO2Ws","MgOCat","MgOWs","SCat","SWs","P2O5Cat","P2O5Ws","K2OCat","K2OWs","NCat","NWs","HydrlCondCat","HydrlCondWs","CompStrgthCat","CompStrgthWs","CBNFCat","CBNFWs","FertCat","FertWs","ManureCat","ManureWs","MAST_2008","MAST_2009","MAST_2013","MAST_2014","MSST_2008","MSST_2009","MSST_2013","MSST_2014","MWST_2013","Phos_ManureCat","Phos_ManureWs","Phos_FertCat","Phos_FertWs","Phos_Crop_UptakeCat","Phos_Crop_UptakeWs","NsurpCat","NsurpWs","NANICat","NANIWs","Precip_Minus_EVTCat","Precip_Minus_EVTWs","RockNCat","RockNWs","SepticCat","SepticWs","WWTPMajorDensCat","WWTPMajorDensWs","WWTPMinorDensCat","WWTPMinorDensWs","WWTPAllDensCat","WWTPAllDensWs","WaterInputCat","WaterInputWs","CatAreaSqKm","WsAreaSqKm","Tile_density"
0.009,0,0.0796,305.6225,383.2873,9.36,26.58,24.99,7.73,3.56,0.09,1.07,0.09,0.6,0,0.09,1.33,7.08,15.16,2.28,2.28,2.62,0.79,0.2,0.05,0.19,13.22,1.07,1.75,0.43,1.26,5.04,47.35,8.89,14.87,4.39,35.7,14.64,4.39,1.35,0.11,2.03,0,1.13,0,0.11,0,7.21,27.14,1.8,0.58,3.71,1.03,0.21,0.03,0.07,10.54,0.95,1.95,0.22,0.97,4.7,42.38,10.3,22.35,0,0.33,0,0.01,18.05,0.52,18.11,0.53,18.13,0.53,17.73,0.5,18.26,0.54,18.45,0.59,18.35,0.56,18.03,0.52,10.85,0.66,11.18,0.74,10.85,0.65,10.9,0.66,10.43,0.63,10.85,0.65,10.94,0.68,11.02,0.69,81.4984,100.7405,1.0678,6.6728,11.3713,10.6285,152.4,152.4,17.8217,17.7546,48.1162,45.7049,0,0,0,0.0035,23115.7985,16703.8943,0,0,0,0,0,6e-04,0,0,0,0,6e-04,0.0023,0,4.29,0,0,0.04,0,0,95.66,0,3.21,62.4,0,21.5,1.25,10.7,0.94,0,7.6609,1.2649,7.6677,1.3553,0.0286,0.0019,0.0092,8e-04,88.7419,89.8642,9.45743894967797,51.6124858859297,41,48.3201,378.7831,399.3392,5.8031,6.2117,3.7966,3.9813,3.2077,3.3269,0,0.0989,0.2195,0.1842,600.716000455131,10.1770921975955,4.36892988939459,-21.2849286211679,617.590648968101,9.9678873243306,4.09124336087886,-21.5046404095142,0,0,0,0.0023,22826.8332,16487.7029,1.4674,1.4709,11.5132,12.5782,0.8642,2.0888,11.293,11.5809,60.4066,56.1957,0.9648,1.2666,0.0352,0.2964,0.1378,0.3636,2.2705,2.2964,0.2123,0.3777,122.8945,53.9806,0.9777,0.7633,0,11.4322,0,18.0986,0,0.7502,10.650202925,10.6563792748,10.656632712,10.6350032581,21.3301116121,20.4115734536,21.3786406928,20.8602154741,1.46046594751546,5.0152,48.7995,43.2763,397.2317,54.8312,572.0267,854.790507962768,676694.401816424,30.7060299235426,-515839.29777085,3.0198,5.867,10.5734,22.7666,0.996,1.03891,0,0,0,0.002,0,0.002,1.76642806117374e-06,0.304743054975596,2.0961,3474.6489,69622.0648516556
0.011,0,0.0633,292.4439,331.9456,0.23,2.16,0.47,0.04,0,0,2.26,0,0.31,0.17,0.26,5.93,81.09,6.54,0.55,0.47,1.86,1,0.13,0.02,0.01,12.17,0.02,0.16,0.21,0.27,7.58,31.08,10.09,34.93,0.38,1.99,0.58,0,0,0,2.56,0,0.64,0.06,0.9,8.78,55.99,27.48,0.64,0.78,4.31,1.99,0.17,0.02,0,8.16,0.01,0.29,0.04,0.41,8.87,31.97,11.14,31.84,0.35,0.01,0,0,0.31,0.5,0.31,0.51,0.31,0.51,0.31,0.5,0.31,0.52,0.34,0.55,0.32,0.53,0.31,0.5,0.31,0.99,0.31,1.05,0.31,0.99,0.31,1,0.31,0.98,0.31,0.99,0.31,1.01,0.31,1.02,95.55,81.3909,1.85,7.0623,29.16,15.2721,152.4,152.4,6.72,14.9581,76.07,51.6173,0,0,0,0.0022,22853.782,9141.5128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,57,0,0,24.42,0,18.58,0,0,1.0104,1.0928,0.9541,1.2228,0.0095,6e-04,0.0051,2e-04,74,72.628,93.4455217573779,47.9738068579585,25,28.6749,358.7939,361.8036,5.465,5.5623,3.6164,3.615,3.0737,3.0435,0.1556,0.1038,0.18,0.1831,569.455238488933,10.0301960772985,4.0715178036748,-21.9939131435868,580.908187018698,9.77448201588347,3.83487616980029,-22.1788250792755,0,0,0,0.0022,22853.782,9141.5128,1.2512,0.9978,9.1125,14.2328,0.8427,2.1061,21.1398,13.3917,46.1598,50.8088,0.6962,1.3797,0.033,0.4422,0.1154,0.4986,1.6941,2.5005,0.4241,0.4908,241.2913,59.4552,1.4347,0.7366,15.5585,9.1705,33.71,20.2096,0,0.0241,12.2340910672,12.2386973049,12.2169437066,12.2220674903,21.1382013561,20.5061863592,21.1927210388,21.0882555695,1.59900649931173,25.079,15.8421,1066.8426,605.9757,970.6575,565.1166,-852.071642930176,117351.995891319,-3309.89300433804,-56932.1394051895,3,4.4117,92.1335,71.5093,0.531,0.5308733,0,0,0,0,0,0,0.000117492304711322,0.00561915435871613,6.3432,464.1651,18176.0006723325
0.029,0,0.0565,282.4033,339.3719,2.45,2.56,1.03,0.53,0,0.33,29.3,0,0.14,0.03,4.93,0.08,47.31,5.99,5.3,2.41,3.19,1.75,1.25,0.3,0.04,2.27,0.01,0.11,0.01,1.18,2.07,80.43,1.96,3.03,8.04,0.5,0.8,0.8,0,0.3,23.02,0,0.1,0,7.14,0,23.62,20.3,15.38,1.09,2.77,1.78,1.17,0.2,0.01,5.63,0.01,0.2,0.06,2.81,3.86,61.92,12.42,6.08,3.79,0.97,0.84,0.01,0.74,1.55,0.77,1.6,0.77,1.68,0.71,1.37,0.77,1.72,0.81,1.88,0.78,1.77,0.73,1.4,0.7,1.49,0.77,1.72,0.7,1.45,0.7,1.55,0.7,1.24,0.7,1.27,0.7,1.59,0.77,1.63,86.7513,106.9673,2.2296,3.107,2.07,3.609,152.4,152.4,36.5547,28.6331,14.8148,27.7715,0,0,0,0.0043,26143.2175,18007.8526,0,0,0,9e-04,0,0.0052,0,0,0.0078,0,0.0017,0,0,0,0,0,0,100,0,0,0,0,99.28,0,0.06,0.65,0,0,0,0.8275,1.6449,0.6218,1.5563,0.0093,6e-04,0.0078,6e-04,202,202.8953,86.9467495932534,120.963561106273,47,49.6771,478.0716,475.507,7.1052,7.2297,4.8331,4.7625,4.1659,4.0388,0.1247,0.2054,0.2639,0.2508,794.270655135211,13.1194590397547,7.52740365893504,-15.6975465197101,821.49276243116,12.744173459428,7.28000091800902,-15.646004716265,0,0,0,0.0035,26068.5714,17956.6667,0.9587,1.7357,11.938,13.3824,9.4652,1.4778,4.6172,8.7903,56.1032,60.7358,3.1141,1.2926,0.6293,0.0751,0.2421,0.192,2.1863,2.5405,1.0542,0.1564,0.0624,0.1892,0.4383,0.6751,24.2821,43.0504,32.6875,59.3152,4.6696,8.9528,10.6534874889,10.6634144134,10.6548379957,10.6334443795,22.13074102,21.0865676368,22.3801564781,21.7997780834,2.98139694939,354.7219,506.0919,402.3709,1215.6174,1091.0163,2039.8143,3206.0231096477,788825.041796453,334.867416533582,-174393.916883382,15.206,19.188,203.7201,253.5607,2.606,2.2265463,0,9e-04,0,0.0043,0,0.0052,8.50820933180466e-05,0.0281777165473686,3.2283,1156.7052,608650.372148123
0.058,0,0.0712,302.7905,347.8687,0,9.55,8.53,4.86,0.96,0,1.24,0,0.09,0.02,1.78,0.7,64.27,7.87,0.12,1.68,3.07,1.48,0.98,0.24,0.04,1.95,0.01,0.11,0.01,1.05,1.97,83.43,1.76,2.24,0,7.34,4.6,3.72,0.33,0,1.53,0,0,0,3.29,1.75,33.19,43.81,0.44,0.49,2.42,1.34,0.8,0.14,0.01,4.39,0.01,0.14,0.06,2.2,3.76,68.11,11.94,4.19,0.63,0.97,0,0,7.26,1.29,7.31,1.32,7.35,1.4,7.16,1.14,7.41,1.43,7.55,1.55,7.46,1.45,7.21,1.16,4.28,1.1,4.56,1.25,4.28,1.07,4.34,1.15,4.18,0.97,4.28,0.99,4.34,1.18,4.41,1.18,99.8442,110.3443,1.9607,3.4093,3.4151,3.7594,152.4,152.4,32.4682,27.2591,22.9869,29.5105,0,0,0,0.0044,30887.8288,21320.6003,0,0,0,0.0011,0,0.0054,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,99.92,0,0.08,0,0,0,0,2.881,1.5949,3.3197,1.4704,0.0058,2e-04,0.0078,5e-04,202,203.3788,106.301728626443,126.020287002379,48.0035,50.0943,479.0426,474.9736,7.2007,7.247,4.8271,4.7488,4.1305,4.0161,0.1452,0.2109,0.2502,0.2501,799.337709003148,12.9692342332284,7.39948367763204,-15.6999298551417,827.906556376103,12.704076793938,7.25763640554677,-15.6354148706934,0,0,0,0.0033,30793.8878,21256.1836,1.742,1.741,13.3993,13.3911,1.4099,1.4232,8.8143,8.8217,60.7953,60.7625,1.2773,1.2801,0.0712,0.0711,0.1917,0.1916,2.5443,2.5428,0.1498,0.15,0.0292,0.2303,0.6415,0.6856,30.3561,44.4982,40.8639,61.6171,5.8377,9.4132,10.9144884811,10.9284069717,10.9222141572,10.8855703752,22.0336754903,20.9923161497,22.3503404056,21.830213434,3.05545026949,482.0685,494.2417,546.8237,1362.874,1482.6959,2122.5851,3980.5351666265,554178.839026209,-549.621450864932,-213462.374227582,17.8524,19.6691,223.3524,253.1,2.606,2.1254313,0,0.0011,0.1943,0.0054,0.1943,0.0065,0.000171912008719532,0.0188501746694834,5.1462,919.125,645547.417905774
0.004,0,0,467.2406,535.5495,1.07,1.02,0.68,0.25,0.14,0.44,7.44,20.06,10.93,7.03,4.49,0,0,44.02,2.43,1.24,0.78,0.24,0.2,0.06,0.05,8.24,15.09,18.7,1.8,0.96,0,0,51.87,0.78,0.24,1,0.52,0.19,0.1,0.14,0.52,9.74,2,0.14,0.76,0,0,84.23,0.43,0.15,0.63,0.19,0.16,0.06,0.03,1.68,9.17,10.3,0.52,0.51,0,0,75.65,0.95,0,0,0,0,0.42,0.21,0.43,0.21,0.45,0.22,0.4,0.18,0.46,0.23,0.56,0.28,0.54,0.28,0.41,0.18,0.32,0.19,0.46,0.25,0.32,0.18,0.35,0.2,0.32,0.16,0.32,0.17,0.35,0.2,0.46,0.24,79.8904,84.8256,17.8712,15.9807,14.5449,13.5891,152.3901,152.1686,7.0327,7.2496,58.55,57.5361,0,0,0,0.003,931.6613,745.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.3,0,0.7,0,0,0,0,0,88.05,0,4.9,0,7.05,0,0,0.7597,0.5923,0.6418,0.6017,0.0019,1e-04,0.0027,4e-04,272,276.3061,0.113656117711073,0.016883473660787,49.2826,49.9305,418.2598,460.5655,6.7811,7.4249,3.8515,4.1775,2.9938,3.2267,0.0025,2e-04,0.1857,0.1874,722.571909103116,9.4949228855816,3.01260342029877,-21.0237227893471,754.939891197332,9.31829750601966,3.12906144264754,-20.4075559554952,0,0,0,0.003,931.6613,745.329,2.7712,2.6188,14.459,16.1135,6.6071,7.8552,7.844,7.9716,56.9763,53.4621,4.1682,5.3784,0.0693,0.0552,0.2637,0.174,1.7607,1.2562,0.0108,0.0076,0.6625,0.6386,153.405,184.4622,0.2397,0.0143,0.1198,0.0067,0.0133,7e-04,10.1011576653963,10.1055879353,10.015634283371,10.0119864491506,17.7242879023,17.6247250354,18.1902713551,17.8124467638,1.59558433780164,0.2011,0.0113,0.6363,0.0398,3.4147,0.2977,10571.7687585054,218121.085862225,6375.30286156561,129675.049572563,20.0853,21.5724,15.9436,16.4445,1.5998109,0.5696448,0,0,0,0,0,0,2.85629703286108e-06,4.56629599282749e-06,16.0857,330.9894,0
0.022,0,0.0185,393.3618,428.6394,0.5,1.85,0.59,0.15,0.01,0,9.33,2.84,1.03,0.72,0.27,8.06,14.01,34.14,26.49,1.54,2.77,0.95,0.58,0.12,0.07,14.34,0.61,1.17,0.98,0.78,13.72,33.07,9.29,19.99,6.5,1.93,0.54,0.11,0,0,29.71,0.75,0.86,0.43,0.18,5.04,0.68,48.46,4.82,0.4,2.2,0.82,0.41,0.08,0.02,9.35,0.27,1.18,0.73,0.57,9.62,10.31,19.75,44.28,0.01,0.18,0,0,0.34,0.82,0.34,0.83,0.35,0.84,0.31,0.76,0.35,0.86,0.4,0.96,0.38,0.94,0.33,0.8,0.29,0.64,0.33,0.74,0.29,0.63,0.29,0.64,0.24,0.59,0.29,0.62,0.29,0.65,0.32,0.72,72.4638,108.7316,12.0844,5.8755,26.5117,15.4032,152.4,152.4,5.0735,9.8737,83.9726,66.5507,0,0,0,4e-04,151.9513,138.1375,0,0,0,0,0,0.0018,0,0,0.0046,0,0,0,0,0,36.03,0,63.97,0,0,0,0,0,55.13,0,39.42,0,5.45,0,0,0.9,1.3178,1.3094,1.2699,7e-04,0,0.0074,4e-04,138.4103,128.0687,46.2921973071319,56.8719742313566,70.15,67.6944,407.0668,411.33,6.2623,6.3297,4.1377,4.1627,3.5133,3.5262,0.0346,0.0849,0.1347,0.1847,672.884361703438,10.7520299188917,4.91118665350436,-19.8458345956696,662.97898052297,10.5107388249894,4.81163253978446,-19.8904524902367,0,0,0,4e-04,151.9513,138.1375,1.4138,1.4807,10.5221,11.6964,1.0356,1.5507,17.1509,13.8122,50.8409,54.3064,0.8885,1.0895,0.046,0.1697,0.1409,0.2553,1.9715,2.1651,0.3352,0.3387,161.601,97.0798,1.1742,0.9353,6.0267,13.4844,10.9374,19.5611,7.1428,7.1455,8.59392308678,8.68634986561,8.5717855295,8.55979463381,18.6007835008,18.1449524685,18.5856800914,18.5436619405,0.986334477258,268.5486,286.1605,198.2673,436.7118,218.0883,586.1521,90125.9242626464,3958777.26846074,73150.8190840303,3011996.25807089,8.5747,9.2756,26.0828,35.9614,1.885,2.7985157,0,0,0,0.0031,0,0.0031,0.0261921414819083,1.58501649868354,43.8525,2232.3402,51580.9688135505
0.004,0,2e-04,393.6658,412.7552,3.26,2.72,1.27,0.07,0,0,17.79,3.42,8.81,0.05,0,0.94,1.95,47.04,12.7,18.9,2.22,0.7,0.22,0.04,0.12,32.66,3.77,8.7,1.15,1.03,2.55,0.82,20.1,7.03,3.52,10.09,9.62,0.47,0,0,18.08,4.69,1.17,0,0,0,0,13.62,38.73,3.21,4.46,1.4,0.48,0.08,0.03,16.16,2.84,5.95,0.41,0.29,1.12,0.25,34.49,28.83,0,0.08,0,0,0.6,0.43,0.6,0.45,0.61,0.46,0.59,0.41,0.61,0.48,0.62,0.51,0.61,0.5,0.6,0.42,4.08,0.88,4.17,1.02,4.08,0.85,4.17,0.9,3.97,0.78,4.08,0.84,4.17,0.95,4.17,1.01,32.1962,119.3877,42.7543,10.1109,9.972,11.5126,152.4,152.4,15.9216,16.3876,53.0787,49.9444,0,0,0,0.002,259619.3323,182041.9268,0,3e-04,0,0,0,3e-04,0,0,0,0,0,0,0,0,1.76,0,23.93,0,74.31,0,0,0.23,49.37,0,33.27,0,4.57,0,12.56,0.9768,1.0933,1.8138,1.2796,0,0,0.0015,1e-04,146,146.2158,0.658058908891493,1.23408660223658,58.8205,64.1918,364.2099,389.744,5.8862,6.1805,3.6097,3.8762,2.9418,3.2002,0.0079,0.008,0.095,0.1542,696.167403255215,10.5236221044762,4.53764028919616,-20.6967431925006,682.563851610566,10.438951058456,4.5097122533235,-20.8395505954616,0.2604,14411959.3782,6696887.7431,0.0026,296923.9192,182037.6544,0.7148,1.6053,12.7195,12.037,6.4542,2.1177,11.6876,13.2598,49.9829,54.6968,1.7856,1.52,1.673,0.1538,1.5064,0.2542,1.84,2.0854,1.3155,0.2917,58.3411,81.1977,0.4638,20.1415,0.4528,0.5077,0.5175,1.485,0.2911,0.1867,8.64725389881,8.636523135,8.64831601771,8.64143186734,19.0958750848,18.1197275107,19.3834350916,19.1173825249,1.08538361312,15.3159,9.8592,7.4374,13.6997,26.0674,33.3361,2354.94574773943,2461031.13518916,1334.54765761302,1396820.68102821,9.0136,10.0221,54.5941,46.9583,2.492,2.6223674,0,0,0,0.0014,0,0.0014,0.000136601063415687,0.313250702549496,3.8403,3464.5284,38.1277829730629
0.003,0,0,282.9963,460.031,1.93,1.67,3.44,2.05,0.46,1.06,7.67,44.81,30.09,2.23,0.61,3.44,0,0.51,0.03,2.67,0.62,0.53,0.36,0.15,0.8,24.67,7.55,27.07,2.43,0.72,0.36,0,31.29,0.77,3.86,0.77,2.62,1.85,0.93,1.23,9.26,53.09,24.54,0.93,0,0.31,0,0.62,0,2.18,0.6,0.63,0.39,0.11,0.84,13.18,7.95,21.15,0.93,0.25,0.35,0,50.3,1.13,0,0,0,0,2.65,0.51,2.66,0.52,2.74,0.52,2.58,0.46,2.78,0.53,2.99,0.58,2.88,0.58,2.64,0.47,2.83,0.55,3.04,0.6,2.83,0.55,2.83,0.56,2.83,0.48,2.83,0.49,2.83,0.56,2.83,0.6,149.0874,130.5698,2.5854,8.7601,3.9281,7.6527,124.3076,135.703,44.1219,16.4622,23.1714,44.247,0,0,0,0.0157,12925.7263,11764.7329,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,14.78,80.31,0,4.91,0,0,0,0,2.7861,0.6921,3.9785,0.693,0.0084,0.0078,0.0052,0.0021,389.9666,386.2833,0.0771634184761663,0.0269002021445304,50.7224,50.6905,465.0957,476.5282,7.4363,7.6286,4.1505,4.2622,3.1883,3.2765,0.0119,0.0018,0.3313,0.2543,766.873250944782,9.44254095359676,4.08492033102837,-16.9423759773556,809.364215795556,9.3710592055096,3.62153219938099,-18.8100955762806,0,0,0,0.0125,11764.7329,11764.7329,2.4909,2.5972,15.535,15.8246,8.0284,7.2768,8.646,7.5562,52.3923,54.5708,5.9471,5.5394,0.0609,0.0502,0.1958,0.1435,1.0889,1.5085,0.0086,0.0064,0.6936,0.5587,183.3317,197.7978,0.3622,0.0603,0.0988,0.0165,0,0,9.66702791193,9.66672571193,9.67010584866,9.63364375908,18.5040811097,18.0182596934,18.0863013552,18.0410628547,1.25359126689,0.0289,0.0068,0.3556,0.084,7.3407,1.7333,2601.72370117181,220627.715719963,1682.29354728367,131919.7016119,17.0532,25.6158,12.8108,17.5773,0.504,0.504,0,0,0.2814,0.0031,0.2814,0.0031,1.49056639997832e-06,2.1278183847594e-05,3.5532,318.7305,0
0.01,0,0.0832,310.0814,332.7215,0.25,2.56,1.04,0.41,0.09,0.18,14.43,0.35,1.36,0,0.59,5.41,69.06,0.64,3.63,2.47,2.93,1.88,1.15,0.33,0.15,0.94,0.05,0.35,0.03,0.2,2.46,83.59,0.2,3.26,0.85,0.62,0.31,0.31,0.09,0.34,41.39,0.88,3.4,0,1.64,14.49,11.4,3.23,21.04,0.5,2.88,1.8,0.9,0.16,0.07,1.97,0.05,0.62,0.05,0.3,2.39,80.41,0.47,7.42,6.34,0.34,2.42,0.05,0.82,1.68,0.82,1.71,0.83,1.74,0.77,1.58,0.84,1.77,0.88,1.91,0.84,1.84,0.82,1.65,0.4,1.45,0.42,1.55,0.4,1.43,0.4,1.46,0.34,1.38,0.4,1.41,0.4,1.48,0.42,1.51,126.2175,101.6293,1.7735,2.375,3.3053,3.5503,151.375,152.3829,25.6028,25.8679,22.6566,23.9904,0,0,0,0.0015,218.4282,151.2195,0,8e-04,0,0,0,0.0076,0,0,0,0,8e-04,0,0,0,18.42,0,75.83,0,0,5.75,0,0,81.36,0,18.54,0,0,0.1,0,1.5712,1.6339,1.3433,1.5122,0.0041,3e-04,0.0121,4e-04,94,94.7767,134.721173748361,138.336880817167,43,45.8445,463.8538,448.1429,6.5316,6.4952,4.808,4.6024,4.3,4.0455,0.2033,0.2327,0.2632,0.2715,664.55876876434,12.5555656740823,6.8527020716978,-16.6687076248771,706.128618213098,12.3871267320304,6.75364272658411,-16.7984173553048,0,0,0,8e-04,78.4101,57.8741,1.36,1.6492,10.0804,12.586,0.9605,1.3038,18.2538,11.1679,49.6761,57.9875,0.8254,1.1673,0.041,0.064,0.1319,0.1773,1.8896,2.3825,0.3601,0.2022,187.3966,45.7181,1.2552,0.792,34.0888,31.421,66.6272,55.7431,8.5216,17.7019,11.2773751669,11.2933368813,11.2811611189,11.2773366671,22.3295288729,21.1877460866,22.4081015125,21.9440802342,3.14931202019,634.3403,1109.2066,1545.7268,1567.7895,2183.1547,2017.1466,25370.1176015376,2612671.31135317,11097.4633601315,1736125.58290663,4.0381,7.9271,26.4359,154.6776,1.091,2.069329,0,0,0,0.003,0,0.003,0.000135991178279144,0.475713388656663,21.9672,1321.4151,565581.720817427
0.02,0,0.0368,283.7666,347.0494,5.93,4.75,3.33,1.04,0.15,0.17,13.61,0,1.16,0.22,1.42,27.37,17.6,3.17,20.08,6.61,2.43,2.56,1.33,0.33,0.14,4.68,0.08,1.51,0.13,0.44,11.17,57.59,2.52,8.49,14.96,1.36,0.89,0.41,0.18,0.3,8.57,0,1.66,0,4.14,13.42,0.65,11.83,41.63,1.62,2.09,2.74,1.29,0.25,0.09,5.93,0.06,1.64,0.19,0.59,11.18,46.09,7.94,18.31,1.98,0.95,0.03,0.02,2.03,1.99,2.08,2.05,2.15,2.08,1.95,1.86,2.2,2.11,2.27,2.19,2.23,2.15,1.99,1.93,0.81,2,0.83,2.13,0.81,1.94,0.81,2.03,0.81,1.86,0.81,1.91,0.83,2.07,0.83,2.1,141.8107,122.9119,6.1374,4.7939,14.9478,11.6431,152.4,152.4,18.0601,18.9549,49.6001,43.6443,0,0,0,0.0041,87994.9276,75717.3734,0,0,0,9e-04,0,0.0081,0.0026,0,0.0051,0,3e-04,0,0,0,8.91,0,91.09,0,0,0,0,0,60.74,0,39.26,0,0,0,0,2.3486,1.7761,2.0621,1.5484,0.0046,0,0.0082,6e-04,155.9583,155.5829,25.6631086688004,71.9209091602027,55.4143,52.4829,431.5075,428.1644,6.6608,6.5054,4.3196,4.3211,3.6337,3.6801,0.1209,0.1661,0.2146,0.2277,763.041308774005,12.4767812682299,7.08934359462844,-16.597258929307,738.41200852391,12.1852011930743,6.65568954967315,-17.0927498267692,0,0,0,0.0032,84438.6656,72961.7358,1.2995,1.5464,9.5195,11.6843,0.9052,1.1868,20.0558,13.7834,47.3723,54.8619,0.753,1.0455,0.0372,0.0562,0.1232,0.1614,1.7719,2.2029,0.3998,0.2603,217.8999,96.3349,1.3598,0.959,21.9612,26.1435,22.5244,38.5256,3.3787,16.6733,10.4718626204,10.500067882,10.4787774541,10.4501655678,22.3587306743,21.2403065061,22.6590385564,22.118469748,1.72325103716,166.865,829.4222,577.125,823.3615,848.4743,1315.2573,24630.1474272013,9487029.35413404,17846.6776222016,7365382.27087718,11.2794,9.933,188.6369,152.4878,7.776,4.5608001,0,6e-04,0,0.0041,0,0.0046,0.00113680984833406,1.33119984982702,12.9348,3444.8877,245511.569783771
